sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
871,adige20040908_id405933,"« Quello che iniziamo , [ finiamo ] » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) è quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come [ recita ] l' articolo 1 .",5,51,finiamo,recita,0,1,0,AFTER
872,adige20040908_id405933,"« Quello che iniziamo , finiamo » : [ è ] il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo [ definisce ] l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .",8,28,è,definisce,0,0,1,BEFORE
873,adige20040908_id405933,"« Quello che iniziamo , finiamo » : [ è ] il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che [ anticipa ] i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .",8,34,è,anticipa,0,0,1,BEFORE
874,adige20040908_id405933,"« Quello che iniziamo , finiamo » : [ è ] il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai [ firmerà ] oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .",8,43,è,firmerà,0,0,1,AFTER
875,adige20040908_id405933,"« Quello che iniziamo , finiamo » : [ è ] il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) [ è ] quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come recita l' articolo 1 .",8,11,è,è,0,1,0,VAGUE
876,adige20040908_id405933,"« Quello che iniziamo , finiamo » : [ è ] il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) è quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come [ recita ] l' articolo 1 .",8,51,è,recita,0,1,0,BEFORE
877,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo [ definisce ] l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che [ anticipa ] i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .",28,34,definisce,anticipa,0,0,1,AFTER
878,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo [ definisce ] l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai [ firmerà ] oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .",28,43,definisce,firmerà,0,0,1,VAGUE
879,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo [ definisce ] l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) [ è ] quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come recita l' articolo 1 .",28,11,definisce,è,0,1,0,BEFORE
880,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo [ definisce ] l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) è quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come [ recita ] l' articolo 1 .",28,51,definisce,recita,0,1,0,VAGUE
881,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che [ anticipa ] i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai [ firmerà ] oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .",34,43,anticipa,firmerà,0,0,1,EQUAL
882,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che [ anticipa ] i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) [ è ] quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come recita l' articolo 1 .",34,11,anticipa,è,0,1,0,BEFORE
883,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che [ anticipa ] i contenuti della convenzione che il presidente Dellai firmerà oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) è quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come [ recita ] l' articolo 1 .",34,51,anticipa,recita,0,1,0,VAGUE
884,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai [ firmerà ] oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) [ è ] quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come recita l' articolo 1 .",43,11,firmerà,è,0,1,0,EQUAL
885,adige20040908_id405933,"« Quello che iniziamo , finiamo » : è il marchio di fabbrica del Trentino solidale , dei finanziamenti provinciali ai progetti di sviluppo , così come lo definisce l' assessora Iva Berasi che anticipa i contenuti della convenzione che il presidente Dellai [ firmerà ] oggi con l' alcade della municipalità metropolitana di Lima , Luis Castanéda Lossio .","L' obiettivo dell' intesa ( tre anni la sua durata ) è quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come [ recita ] l' articolo 1 .",43,51,firmerà,recita,0,1,0,BEFORE
886,adige20040908_id405933,"L' obiettivo dell' intesa ( tre anni la sua durata ) [ è ] quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come recita l' articolo 1 .","L' obiettivo dell' intesa ( tre anni la sua durata ) è quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come [ recita ] l' articolo 1 .",11,51,è,recita,1,1,1,BEFORE
887,adige20040908_id405933,"L' obiettivo dell' intesa ( tre anni la sua durata ) [ è ] quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come recita l' articolo 1 .","Il protocollo , in realtà , [ fa ] specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che gravita attorno alla capitale peruviana .",11,6,è,fa,1,2,0,AFTER
888,adige20040908_id405933,"L' obiettivo dell' intesa ( tre anni la sua durata ) [ è ] quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come recita l' articolo 1 .","Il protocollo , in realtà , fa specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che [ gravita ] attorno alla capitale peruviana .",11,33,è,gravita,1,2,0,BEFORE
889,adige20040908_id405933,"L' obiettivo dell' intesa ( tre anni la sua durata ) è quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come [ recita ] l' articolo 1 .","Il protocollo , in realtà , [ fa ] specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che gravita attorno alla capitale peruviana .",51,6,recita,fa,1,2,0,EQUAL
890,adige20040908_id405933,"L' obiettivo dell' intesa ( tre anni la sua durata ) è quello di « porre le basi per una collaborazione fra le parti nei settori dell' istruzione ed educazione , della formazione professionale dei giovani , della formazione imprenditoriale e del consolidamento di microimprese , culturale e sociale » come [ recita ] l' articolo 1 .","Il protocollo , in realtà , fa specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che [ gravita ] attorno alla capitale peruviana .",51,33,recita,gravita,1,2,0,BEFORE
891,adige20040908_id405933,"Il protocollo , in realtà , [ fa ] specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che gravita attorno alla capitale peruviana .","Il protocollo , in realtà , fa specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che [ gravita ] attorno alla capitale peruviana .",6,33,fa,gravita,2,2,1,BEFORE
892,adige20040908_id405933,"Il protocollo , in realtà , [ fa ] specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che gravita attorno alla capitale peruviana .",La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,6,2,fa,è,2,3,0,BEFORE
893,adige20040908_id405933,"Il protocollo , in realtà , [ fa ] specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che gravita attorno alla capitale peruviana .",La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,6,31,fa,chiarisce,2,3,0,BEFORE
894,adige20040908_id405933,"Il protocollo , in realtà , [ fa ] specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che gravita attorno alla capitale peruviana .",La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,6,35,fa,dedicati,2,3,0,BEFORE
895,adige20040908_id405933,"Il protocollo , in realtà , fa specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che [ gravita ] attorno alla capitale peruviana .",La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,33,2,gravita,è,2,3,0,AFTER
896,adige20040908_id405933,"Il protocollo , in realtà , fa specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che [ gravita ] attorno alla capitale peruviana .",La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,33,31,gravita,chiarisce,2,3,0,VAGUE
897,adige20040908_id405933,"Il protocollo , in realtà , fa specifici riferimenti anche a collaborazioni tra le università di Trento e quella Catolica Sedes Sapientiae di Lima ed altri atenei della vasta e popolosa area che [ gravita ] attorno alla capitale peruviana .",La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,33,35,gravita,dedicati,2,3,0,BEFORE
898,adige20040908_id405933,La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,2,31,è,chiarisce,3,3,1,AFTER
899,adige20040908_id405933,La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,2,35,è,dedicati,3,3,1,VAGUE
900,adige20040908_id405933,La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese [ è ] strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",2,5,è,è,3,4,0,BEFORE
901,adige20040908_id405933,La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo [ confermano ] anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",2,9,è,confermano,3,4,0,EQUAL
902,adige20040908_id405933,La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente [ sostenuti ] dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",2,15,è,sostenuti,3,4,0,BEFORE
903,adige20040908_id405933,La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , [ sono ] progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",2,46,è,sono,3,4,0,BEFORE
904,adige20040908_id405933,La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti [ gestiti ] direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",2,48,è,gestiti,3,4,0,BEFORE
905,adige20040908_id405933,La firma [ è ] in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , [ spalmati ] nel triennio 2003 - 2005 , di 530mila euro .",2,56,è,spalmati,3,4,0,BEFORE
906,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,31,35,chiarisce,dedicati,3,3,1,BEFORE
907,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese [ è ] strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",31,5,chiarisce,è,3,4,0,BEFORE
908,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo [ confermano ] anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",31,9,chiarisce,confermano,3,4,0,VAGUE
909,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente [ sostenuti ] dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",31,15,chiarisce,sostenuti,3,4,0,BEFORE
910,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , [ sono ] progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",31,46,chiarisce,sono,3,4,0,AFTER
911,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti [ gestiti ] direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",31,48,chiarisce,gestiti,3,4,0,AFTER
912,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - [ chiarisce ] Berasi - sono dedicati quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , [ spalmati ] nel triennio 2003 - 2005 , di 530mila euro .",31,56,chiarisce,spalmati,3,4,0,BEFORE
913,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese [ è ] strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",35,5,dedicati,è,3,4,0,AFTER
914,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo [ confermano ] anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",35,9,dedicati,confermano,3,4,0,AFTER
915,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente [ sostenuti ] dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",35,15,dedicati,sostenuti,3,4,0,BEFORE
916,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , [ sono ] progetti gestiti direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",35,46,dedicati,sono,3,4,0,BEFORE
917,adige20040908_id405933,La firma è in programma oggi alle 18 e non è che l' ultima testimonianza della vicinanza del Trentino all' America Latina : « I nostri interventi in quell' area - chiarisce Berasi - sono [ dedicati ] quasi esclusivamente alla formazione professionale » .,"Costruire il futuro del paese è strategico e lo confermano anche due degli interventi generosamente sostenuti dall' amministrazione provinciale : il centro di istruzione per l' occupazione El Buen Pastor e l' istituto di educazione tecnologica di Manchay che , come l' Università Sedes Sapientiae , sono progetti [ gestiti ] direttamente dalla Provincia con contributi complessivi , spalmati nel triennio 2003 - 2005 , di 530mila euro .",35,48,dedicati,gestiti,3,4,0,BEFORE
