sample_no,docid,sentence1,sentence2,location1,location2,event1,event2,sent1_id,sent2_id,same_sent,predicted
114,110_20000401.txt,"De los 3,27 millones de parados , un total de 1,15 millones se han [ visto ] obligados a abandonar involuntariamente su trabajo .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de [ terminar ] .",14,37,visto,terminar,7,8,0,AFTER
115,110_20000401.txt,"De los 3,27 millones de parados , un total de 1,15 millones se han visto obligados a [ abandonar ] involuntariamente su trabajo .","El Gobierno [ prevé ] que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .",17,2,abandonar,prevé,7,8,0,BEFORE
116,110_20000401.txt,"De los 3,27 millones de parados , un total de 1,15 millones se han visto obligados a [ abandonar ] involuntariamente su trabajo .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que [ espera ] que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .",17,16,abandonar,espera,7,8,0,BEFORE
117,110_20000401.txt,"De los 3,27 millones de parados , un total de 1,15 millones se han visto obligados a [ abandonar ] involuntariamente su trabajo .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar [ acaba ] de terminar .",17,35,abandonar,acaba,7,8,0,AFTER
118,110_20000401.txt,"De los 3,27 millones de parados , un total de 1,15 millones se han visto obligados a [ abandonar ] involuntariamente su trabajo .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de [ terminar ] .",17,37,abandonar,terminar,7,8,0,AFTER
119,110_20000401.txt,"El Gobierno [ prevé ] que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que [ espera ] que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .",2,16,prevé,espera,8,8,1,EQUAL
120,110_20000401.txt,"El Gobierno [ prevé ] que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar [ acaba ] de terminar .",2,35,prevé,acaba,8,8,1,BEFORE
121,110_20000401.txt,"El Gobierno [ prevé ] que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de [ terminar ] .",2,37,prevé,terminar,8,8,1,BEFORE
122,110_20000401.txt,"El Gobierno [ prevé ] que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El paro en Japón [ afecta ] en mayor medida a los hombres , que han superado la barrera del 5% situándose en Febrero en el 5,1% .",2,4,prevé,afecta,8,9,0,EQUAL
123,110_20000401.txt,"El Gobierno [ prevé ] que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El paro en Japón afecta en mayor medida a los hombres , que han [ superado ] la barrera del 5% situándose en Febrero en el 5,1% .",2,14,prevé,superado,8,9,0,VAGUE
124,110_20000401.txt,"El Gobierno [ prevé ] que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El paro en Japón afecta en mayor medida a los hombres , que han superado la barrera del 5% [ situándose ] en Febrero en el 5,1% .",2,19,prevé,situándose,8,9,0,BEFORE
125,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que [ espera ] que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar [ acaba ] de terminar .",16,35,espera,acaba,8,8,1,BEFORE
126,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que [ espera ] que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de [ terminar ] .",16,37,espera,terminar,8,8,1,AFTER
127,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que [ espera ] que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El paro en Japón [ afecta ] en mayor medida a los hombres , que han superado la barrera del 5% situándose en Febrero en el 5,1% .",16,4,espera,afecta,8,9,0,AFTER
128,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que [ espera ] que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El paro en Japón afecta en mayor medida a los hombres , que han [ superado ] la barrera del 5% situándose en Febrero en el 5,1% .",16,14,espera,superado,8,9,0,BEFORE
129,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que [ espera ] que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de terminar .","El paro en Japón afecta en mayor medida a los hombres , que han superado la barrera del 5% [ situándose ] en Febrero en el 5,1% .",16,19,espera,situándose,8,9,0,BEFORE
130,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar [ acaba ] de terminar .","El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de [ terminar ] .",35,37,acaba,terminar,8,8,1,AFTER
131,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar [ acaba ] de terminar .","El paro en Japón [ afecta ] en mayor medida a los hombres , que han superado la barrera del 5% situándose en Febrero en el 5,1% .",35,4,acaba,afecta,8,9,0,BEFORE
132,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar [ acaba ] de terminar .","El paro en Japón afecta en mayor medida a los hombres , que han [ superado ] la barrera del 5% situándose en Febrero en el 5,1% .",35,14,acaba,superado,8,9,0,BEFORE
133,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar [ acaba ] de terminar .","El paro en Japón afecta en mayor medida a los hombres , que han superado la barrera del 5% [ situándose ] en Febrero en el 5,1% .",35,19,acaba,situándose,8,9,0,AFTER
134,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de [ terminar ] .","El paro en Japón [ afecta ] en mayor medida a los hombres , que han superado la barrera del 5% situándose en Febrero en el 5,1% .",37,4,terminar,afecta,8,9,0,BEFORE
135,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de [ terminar ] .","El paro en Japón afecta en mayor medida a los hombres , que han [ superado ] la barrera del 5% situándose en Febrero en el 5,1% .",37,14,terminar,superado,8,9,0,AFTER
136,110_20000401.txt,"El Gobierno prevé que los próximos meses sean malos en materia de empleo , ya que espera que se incorporen al mercado laboral los nuevos licenciados en las universidades debido a que el año escolar acaba de [ terminar ] .","El paro en Japón afecta en mayor medida a los hombres , que han superado la barrera del 5% [ situándose ] en Febrero en el 5,1% .",37,19,terminar,situándose,8,9,0,BEFORE
137,110_20000401.txt,"El paro en Japón [ afecta ] en mayor medida a los hombres , que han superado la barrera del 5% situándose en Febrero en el 5,1% .","El paro en Japón afecta en mayor medida a los hombres , que han [ superado ] la barrera del 5% situándose en Febrero en el 5,1% .",4,14,afecta,superado,9,9,1,VAGUE
138,110_20000401.txt,"El paro en Japón [ afecta ] en mayor medida a los hombres , que han superado la barrera del 5% situándose en Febrero en el 5,1% .","El paro en Japón afecta en mayor medida a los hombres , que han superado la barrera del 5% [ situándose ] en Febrero en el 5,1% .",4,19,afecta,situándose,9,9,1,AFTER
139,110_20000401.txt,"El paro en Japón [ afecta ] en mayor medida a los hombres , que han superado la barrera del 5% situándose en Febrero en el 5,1% .","Las mujeres [ mantienen ] su tasa en el 4,5% , ya que se ven beneficiadas por el crecimiento de la contratación a tiempo parcial .",4,2,afecta,mantienen,9,10,0,AFTER
140,110_20000401.txt,"El paro en Japón [ afecta ] en mayor medida a los hombres , que han superado la barrera del 5% situándose en Febrero en el 5,1% .","Las mujeres mantienen su tasa en el 4,5% , ya que se [ ven ] beneficiadas por el crecimiento de la contratación a tiempo parcial .",4,12,afecta,ven,9,10,0,BEFORE
141,110_20000401.txt,"El paro en Japón afecta en mayor medida a los hombres , que han [ superado ] la barrera del 5% situándose en Febrero en el 5,1% .","El paro en Japón afecta en mayor medida a los hombres , que han superado la barrera del 5% [ situándose ] en Febrero en el 5,1% .",14,19,superado,situándose,9,9,1,AFTER
142,110_20000401.txt,"El paro en Japón afecta en mayor medida a los hombres , que han [ superado ] la barrera del 5% situándose en Febrero en el 5,1% .","Las mujeres [ mantienen ] su tasa en el 4,5% , ya que se ven beneficiadas por el crecimiento de la contratación a tiempo parcial .",14,2,superado,mantienen,9,10,0,AFTER
143,110_20000401.txt,"El paro en Japón afecta en mayor medida a los hombres , que han [ superado ] la barrera del 5% situándose en Febrero en el 5,1% .","Las mujeres mantienen su tasa en el 4,5% , ya que se [ ven ] beneficiadas por el crecimiento de la contratación a tiempo parcial .",14,12,superado,ven,9,10,0,BEFORE
144,110_20000401.txt,"El paro en Japón afecta en mayor medida a los hombres , que han superado la barrera del 5% [ situándose ] en Febrero en el 5,1% .","Las mujeres [ mantienen ] su tasa en el 4,5% , ya que se ven beneficiadas por el crecimiento de la contratación a tiempo parcial .",19,2,situándose,mantienen,9,10,0,BEFORE
145,110_20000401.txt,"El paro en Japón afecta en mayor medida a los hombres , que han superado la barrera del 5% [ situándose ] en Febrero en el 5,1% .","Las mujeres mantienen su tasa en el 4,5% , ya que se [ ven ] beneficiadas por el crecimiento de la contratación a tiempo parcial .",19,12,situándose,ven,9,10,0,EQUAL
146,110_20000401.txt,"Las mujeres [ mantienen ] su tasa en el 4,5% , ya que se ven beneficiadas por el crecimiento de la contratación a tiempo parcial .","Las mujeres mantienen su tasa en el 4,5% , ya que se [ ven ] beneficiadas por el crecimiento de la contratación a tiempo parcial .",2,12,mantienen,ven,10,10,1,VAGUE
147,110_20000401.txt,"Las mujeres [ mantienen ] su tasa en el 4,5% , ya que se ven beneficiadas por el crecimiento de la contratación a tiempo parcial .","Las estadísticas conocidas ayer [ muestran ] también un crecimiento del 3,8% de los gastos de los hogares en Febrero , el primer incremento desde hace siete meses .",2,4,mantienen,muestran,10,11,0,BEFORE
148,110_20000401.txt,"Las mujeres mantienen su tasa en el 4,5% , ya que se [ ven ] beneficiadas por el crecimiento de la contratación a tiempo parcial .","Las estadísticas conocidas ayer [ muestran ] también un crecimiento del 3,8% de los gastos de los hogares en Febrero , el primer incremento desde hace siete meses .",12,4,ven,muestran,10,11,0,BEFORE
149,110_20000401.txt,"Las estadísticas conocidas ayer [ muestran ] también un crecimiento del 3,8% de los gastos de los hogares en Febrero , el primer incremento desde hace siete meses .","El índice de precios al consumo japonés [ registró ] en Febrero una caída del 0,1% en comparación con enero .",4,7,muestran,registró,11,12,0,AFTER
150,110_20000401.txt,"El índice de precios al consumo japonés [ registró ] en Febrero una caída del 0,1% en comparación con enero .","El descenso de los precios se [ debió ] a la debilidad del consumo interno , que aún se resiente de la crisis económica , y a la apreciación del yen .",7,6,registró,debió,12,13,0,AFTER
151,110_20000401.txt,"El índice de precios al consumo japonés [ registró ] en Febrero una caída del 0,1% en comparación con enero .","El descenso de los precios se debió a la debilidad del consumo interno , que aún se [ resiente ] de la crisis económica , y a la apreciación del yen .",7,17,registró,resiente,12,13,0,BEFORE
152,110_20000401.txt,"El descenso de los precios se [ debió ] a la debilidad del consumo interno , que aún se resiente de la crisis económica , y a la apreciación del yen .","El descenso de los precios se debió a la debilidad del consumo interno , que aún se [ resiente ] de la crisis económica , y a la apreciación del yen .",6,17,debió,resiente,13,13,1,BEFORE
153,10_19981202.txt,"Aunque el sistema electoral le ha [ dado ] al Partido Quebequés mayoría absoluta en la cámara provincial ( 75 escaños sobre 125 ) , si lo del Lunes hubiese sido un referendo sobre la independencia lo habría perdido , pues no llega a la mayoría exigida para dar el paso .","Aunque el sistema electoral le ha dado al Partido Quebequés mayoría absoluta en la cámara provincial ( 75 escaños sobre 125 ) , si lo del Lunes hubiese sido un referendo sobre la independencia lo habría [ perdido ] , pues no llega a la mayoría exigida para dar el paso .",6,36,dado,perdido,4,4,1,AFTER
154,10_19981202.txt,"Aunque el sistema electoral le ha [ dado ] al Partido Quebequés mayoría absoluta en la cámara provincial ( 75 escaños sobre 125 ) , si lo del Lunes hubiese sido un referendo sobre la independencia lo habría perdido , pues no llega a la mayoría exigida para dar el paso .","Pero es que , además , la formación de Bouchard [ está ] en retroceso y consiguió 25.000 votos menos que el federalista Partido Liberal .",6,10,dado,está,4,5,0,AFTER
155,10_19981202.txt,"Aunque el sistema electoral le ha [ dado ] al Partido Quebequés mayoría absoluta en la cámara provincial ( 75 escaños sobre 125 ) , si lo del Lunes hubiese sido un referendo sobre la independencia lo habría perdido , pues no llega a la mayoría exigida para dar el paso .","Pero es que , además , la formación de Bouchard está en retroceso y [ consiguió ] 25.000 votos menos que el federalista Partido Liberal .",6,14,dado,consiguió,4,5,0,AFTER
156,10_19981202.txt,"Aunque el sistema electoral le ha dado al Partido Quebequés mayoría absoluta en la cámara provincial ( 75 escaños sobre 125 ) , si lo del Lunes hubiese sido un referendo sobre la independencia lo habría [ perdido ] , pues no llega a la mayoría exigida para dar el paso .","Pero es que , además , la formación de Bouchard [ está ] en retroceso y consiguió 25.000 votos menos que el federalista Partido Liberal .",36,10,perdido,está,4,5,0,BEFORE
157,10_19981202.txt,"Aunque el sistema electoral le ha dado al Partido Quebequés mayoría absoluta en la cámara provincial ( 75 escaños sobre 125 ) , si lo del Lunes hubiese sido un referendo sobre la independencia lo habría [ perdido ] , pues no llega a la mayoría exigida para dar el paso .","Pero es que , además , la formación de Bouchard está en retroceso y [ consiguió ] 25.000 votos menos que el federalista Partido Liberal .",36,14,perdido,consiguió,4,5,0,BEFORE
158,10_19981202.txt,"Pero es que , además , la formación de Bouchard [ está ] en retroceso y consiguió 25.000 votos menos que el federalista Partido Liberal .","Pero es que , además , la formación de Bouchard está en retroceso y [ consiguió ] 25.000 votos menos que el federalista Partido Liberal .",10,14,está,consiguió,5,5,1,BEFORE
159,10_19981202.txt,"Pero es que , además , la formación de Bouchard [ está ] en retroceso y consiguió 25.000 votos menos que el federalista Partido Liberal .","Como las encuestas habían [ difundido ] una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",10,4,está,difundido,5,6,0,BEFORE
160,10_19981202.txt,"Pero es que , además , la formación de Bouchard [ está ] en retroceso y consiguió 25.000 votos menos que el federalista Partido Liberal .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha [ terminado ] obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",10,16,está,terminado,5,6,0,BEFORE
161,10_19981202.txt,"Pero es que , además , la formación de Bouchard [ está ] en retroceso y consiguió 25.000 votos menos que el federalista Partido Liberal .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado [ obteniendo ] dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",10,17,está,obteniendo,5,6,0,AFTER
162,10_19981202.txt,"Pero es que , además , la formación de Bouchard [ está ] en retroceso y consiguió 25.000 votos menos que el federalista Partido Liberal .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima [ es ] de fracaso .",10,29,está,es,5,6,0,AFTER
163,10_19981202.txt,"Pero es que , además , la formación de Bouchard está en retroceso y [ consiguió ] 25.000 votos menos que el federalista Partido Liberal .","Como las encuestas habían [ difundido ] una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",14,4,consiguió,difundido,5,6,0,BEFORE
164,10_19981202.txt,"Pero es que , además , la formación de Bouchard está en retroceso y [ consiguió ] 25.000 votos menos que el federalista Partido Liberal .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha [ terminado ] obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",14,16,consiguió,terminado,5,6,0,BEFORE
165,10_19981202.txt,"Pero es que , además , la formación de Bouchard está en retroceso y [ consiguió ] 25.000 votos menos que el federalista Partido Liberal .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado [ obteniendo ] dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",14,17,consiguió,obteniendo,5,6,0,AFTER
166,10_19981202.txt,"Pero es que , además , la formación de Bouchard está en retroceso y [ consiguió ] 25.000 votos menos que el federalista Partido Liberal .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima [ es ] de fracaso .",14,29,consiguió,es,5,6,0,VAGUE
167,10_19981202.txt,"Como las encuestas habían [ difundido ] una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha [ terminado ] obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",4,16,difundido,terminado,6,6,1,AFTER
168,10_19981202.txt,"Como las encuestas habían [ difundido ] una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado [ obteniendo ] dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",4,17,difundido,obteniendo,6,6,1,BEFORE
169,10_19981202.txt,"Como las encuestas habían [ difundido ] una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima [ es ] de fracaso .",4,29,difundido,es,6,6,1,AFTER
170,10_19981202.txt,"Como las encuestas habían [ difundido ] una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",Otro dato añadido adverso : no todos los que [ votan ] a favor de Bouchard quieren la independencia .,4,9,difundido,votan,6,7,0,AFTER
171,10_19981202.txt,"Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha [ terminado ] obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado [ obteniendo ] dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",16,17,terminado,obteniendo,6,6,1,AFTER
172,10_19981202.txt,"Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha [ terminado ] obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima [ es ] de fracaso .",16,29,terminado,es,6,6,1,BEFORE
173,10_19981202.txt,"Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha [ terminado ] obteniendo dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",Otro dato añadido adverso : no todos los que [ votan ] a favor de Bouchard quieren la independencia .,16,9,terminado,votan,6,7,0,AFTER
174,10_19981202.txt,"Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado [ obteniendo ] dos diputados menos que en las elecciones anteriores , el clima es de fracaso .","Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima [ es ] de fracaso .",17,29,obteniendo,es,6,6,1,BEFORE
175,10_19981202.txt,"Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado [ obteniendo ] dos diputados menos que en las elecciones anteriores , el clima es de fracaso .",Otro dato añadido adverso : no todos los que [ votan ] a favor de Bouchard quieren la independencia .,17,9,obteniendo,votan,6,7,0,BEFORE
176,10_19981202.txt,"Como las encuestas habían difundido una gran expectativa de crecimiento para el Partido Quebequés y ha terminado obteniendo dos diputados menos que en las elecciones anteriores , el clima [ es ] de fracaso .",Otro dato añadido adverso : no todos los que [ votan ] a favor de Bouchard quieren la independencia .,29,9,es,votan,6,7,0,BEFORE
177,10_19981202.txt,Otro dato añadido adverso : no todos los que [ votan ] a favor de Bouchard quieren la independencia .,"[ Hay ] un segmento de la población que lo quiere como primer ministro de la provincia , por su condición de buen administrador , pero que en los referendos sobre la secesión no le respalda .",9,0,votan,Hay,7,8,0,AFTER
178,10_19981202.txt,"[ Hay ] un segmento de la población que lo quiere como primer ministro de la provincia , por su condición de buen administrador , pero que en los referendos sobre la secesión no le respalda .","Durante la campaña , el primer ministro provincial [ predicó ] la fórmula independentista , el núcleo esencial de la política de su partido , aunque dejó cuidadosamente abiertas las puertas para seguir liderando una vía pragmática de descentralización dentro de la federación canadiense .",0,8,Hay,predicó,8,9,0,VAGUE
179,10_19981202.txt,"[ Hay ] un segmento de la población que lo quiere como primer ministro de la provincia , por su condición de buen administrador , pero que en los referendos sobre la secesión no le respalda .","Durante la campaña , el primer ministro provincial predicó la fórmula independentista , el núcleo esencial de la política de su partido , aunque [ dejó ] cuidadosamente abiertas las puertas para seguir liderando una vía pragmática de descentralización dentro de la federación canadiense .",0,24,Hay,dejó,8,9,0,VAGUE
180,10_19981202.txt,"Durante la campaña , el primer ministro provincial [ predicó ] la fórmula independentista , el núcleo esencial de la política de su partido , aunque dejó cuidadosamente abiertas las puertas para seguir liderando una vía pragmática de descentralización dentro de la federación canadiense .","Durante la campaña , el primer ministro provincial predicó la fórmula independentista , el núcleo esencial de la política de su partido , aunque [ dejó ] cuidadosamente abiertas las puertas para seguir liderando una vía pragmática de descentralización dentro de la federación canadiense .",8,24,predicó,dejó,9,9,1,BEFORE
181,10_19981202.txt,"Durante la campaña , el primer ministro provincial [ predicó ] la fórmula independentista , el núcleo esencial de la política de su partido , aunque dejó cuidadosamente abiertas las puertas para seguir liderando una vía pragmática de descentralización dentro de la federación canadiense .","Esta línea la [ suscriben ] las nueve provincias anglófonas , pero la rechaza Ottawa .",8,3,predicó,suscriben,9,10,0,BEFORE
182,10_19981202.txt,"Durante la campaña , el primer ministro provincial [ predicó ] la fórmula independentista , el núcleo esencial de la política de su partido , aunque dejó cuidadosamente abiertas las puertas para seguir liderando una vía pragmática de descentralización dentro de la federación canadiense .","Esta línea la suscriben las nueve provincias anglófonas , pero la [ rechaza ] Ottawa .",8,11,predicó,rechaza,9,10,0,BEFORE
183,10_19981202.txt,"Durante la campaña , el primer ministro provincial predicó la fórmula independentista , el núcleo esencial de la política de su partido , aunque [ dejó ] cuidadosamente abiertas las puertas para seguir liderando una vía pragmática de descentralización dentro de la federación canadiense .","Esta línea la [ suscriben ] las nueve provincias anglófonas , pero la rechaza Ottawa .",24,3,dejó,suscriben,9,10,0,BEFORE
184,10_19981202.txt,"Durante la campaña , el primer ministro provincial predicó la fórmula independentista , el núcleo esencial de la política de su partido , aunque [ dejó ] cuidadosamente abiertas las puertas para seguir liderando una vía pragmática de descentralización dentro de la federación canadiense .","Esta línea la suscriben las nueve provincias anglófonas , pero la [ rechaza ] Ottawa .",24,11,dejó,rechaza,9,10,0,BEFORE
185,10_19981202.txt,"Esta línea la [ suscriben ] las nueve provincias anglófonas , pero la rechaza Ottawa .","Esta línea la suscriben las nueve provincias anglófonas , pero la [ rechaza ] Ottawa .",3,11,suscriben,rechaza,10,10,1,EQUAL
186,10_20010301.txt,En esta sociedad donde [ impera ] la imagen nadie parece conformarse con ser como es .,En esta sociedad donde impera la imagen nadie parece conformarse con ser como [ es ] .,4,13,impera,es,1,1,1,BEFORE
187,10_20010301.txt,En esta sociedad donde [ impera ] la imagen nadie parece conformarse con ser como es .,Los medios audiovisuales de entretenimiento se [ esfuerzan ] en aportar tanto verismo a sus producciones como la propia realidad .,4,6,impera,esfuerzan,1,2,0,AFTER
188,10_20010301.txt,En esta sociedad donde impera la imagen nadie parece conformarse con ser como [ es ] .,Los medios audiovisuales de entretenimiento se [ esfuerzan ] en aportar tanto verismo a sus producciones como la propia realidad .,13,6,es,esfuerzan,1,2,0,BEFORE
189,10_20010301.txt,Los medios audiovisuales de entretenimiento se [ esfuerzan ] en aportar tanto verismo a sus producciones como la propia realidad .,"Y los informativos , responsables de testimoniar esa realidad , [ tratan ] de convertirla en espectáculo , tomando de la ficción los aspectos supuestamente más atractivos para el espectador , incluidas las escenas escabrosas .",6,10,esfuerzan,tratan,2,3,0,AFTER
190,10_20010301.txt,Los medios audiovisuales de entretenimiento se [ esfuerzan ] en aportar tanto verismo a sus producciones como la propia realidad .,"Y los informativos , responsables de testimoniar esa realidad , tratan de convertirla en espectáculo , [ tomando ] de la ficción los aspectos supuestamente más atractivos para el espectador , incluidas las escenas escabrosas .",6,16,esfuerzan,tomando,2,3,0,VAGUE
191,10_20010301.txt,Los medios audiovisuales de entretenimiento se [ esfuerzan ] en aportar tanto verismo a sus producciones como la propia realidad .,"Y los informativos , responsables de testimoniar esa realidad , tratan de convertirla en espectáculo , tomando de la ficción los aspectos supuestamente más atractivos para el espectador , [ incluidas ] las escenas escabrosas .",6,29,esfuerzan,incluidas,2,3,0,AFTER
192,10_20010301.txt,"Y los informativos , responsables de testimoniar esa realidad , [ tratan ] de convertirla en espectáculo , tomando de la ficción los aspectos supuestamente más atractivos para el espectador , incluidas las escenas escabrosas .","Y los informativos , responsables de testimoniar esa realidad , tratan de convertirla en espectáculo , [ tomando ] de la ficción los aspectos supuestamente más atractivos para el espectador , incluidas las escenas escabrosas .",10,16,tratan,tomando,3,3,1,BEFORE
193,10_20010301.txt,"Y los informativos , responsables de testimoniar esa realidad , [ tratan ] de convertirla en espectáculo , tomando de la ficción los aspectos supuestamente más atractivos para el espectador , incluidas las escenas escabrosas .","Y los informativos , responsables de testimoniar esa realidad , tratan de convertirla en espectáculo , tomando de la ficción los aspectos supuestamente más atractivos para el espectador , [ incluidas ] las escenas escabrosas .",10,29,tratan,incluidas,3,3,1,AFTER
